bsym,CustomerID,total_amt,max_amt,min_amt,total_cnt,max_cnt,min_cnt,total_qty,max_qty,min_qty,Country,target,total_amt_grp,n_target,grp
2011-03,13358,439.03,439.03,439.03,1,29,29,285,48,1,UK,0.0,2,1,1
2011-03,13373,987.7,987.7,987.7,1,50,50,458,24,1,UK,0.0,3,1,1
2011-03,13394,320.42,320.42,320.42,1,21,21,214,36,1,UK,0.0,2,1,1
2011-03,13408,1490.77,612.38,59.400000000000006,4,18,1,906,48,1,UK,1.0,3,0,1
2011-03,13451,607.13,607.13,607.13,1,107,107,428,25,1,UK,0.0,2,1,1
2011-03,13452,590.0,295.0,295.0,2,1,1,2,1,1,UK,0.0,2,1,1
2011-03,13476,727.6,727.6,727.6,1,29,29,164,12,1,UK,0.0,3,1,1
2011-03,13488,713.9499999999999,713.9499999999999,713.9499999999999,1,31,31,259,48,1,UK,0.0,3,1,1
2011-03,13491,252.88,162.07999999999998,90.8,2,13,6,263,36,2,UK,1.0,1,0,2
2011-03,13499,158.23000000000002,158.23000000000002,158.23000000000002,1,9,9,121,48,3,UK,1.0,1,0,2
2011-03,13533,144.94,126.78999999999999,18.15,2,39,3,105,9,1,UK,0.0,1,1,1
2011-03,13534,514.3,264.8,249.5,2,16,16,314,20,2,UK,1.0,2,0,2
2011-03,13573,31.770000000000003,31.770000000000003,31.770000000000003,1,3,3,10,6,1,UK,0.0,1,1,1
2011-03,13636,137.35,137.35,137.35,1,8,8,85,24,3,UK,1.0,1,0,2
2011-03,13668,485.43,311.66,173.77,2,26,20,242,48,1,UK,1.0,2,0,1
2011-03,13715,137.49,137.49,137.49,1,8,8,95,32,4,UK,0.0,1,1,2
2011-03,13769,300.75,300.75,300.75,1,17,17,133,12,2,UK,1.0,1,0,2
2011-03,13777,1260.3899999999999,539.3,300.0,3,8,5,648,81,10,UK,1.0,3,0,3
2011-03,13784,96.75,96.75,96.75,1,3,3,57,48,3,UK,0.0,1,1,2
2011-03,13802,2161.32,2161.32,2161.32,1,28,28,1104,200,2,UK,0.0,3,1,2
2011-03,13854,927.18,329.36,292.3,3,5,3,194,48,4,UK,1.0,3,0,2
2011-03,13883,980.41,980.41,980.41,1,46,46,457,24,2,UK,0.0,3,1,2
2011-03,13918,198.2,198.2,198.2,1,8,8,100,24,4,UK,0.0,1,1,2
2011-03,13934,922.1,922.1,922.1,1,31,31,390,24,1,UK,0.0,3,1,1
2011-03,13953,500.0,500.0,500.0,1,1,1,400,400,400,UK,0.0,2,1,3
2011-03,13956,118.02,118.02,118.02,1,21,21,56,16,1,UK,1.0,1,0,1
2011-03,13959,122.7,122.7,122.7,1,18,18,80,12,1,UK,0.0,1,1,1
2011-03,14056,934.56,276.94,204.59,4,34,21,609,30,1,UK,1.0,3,0,1
2011-03,14059,183.6,183.6,183.6,1,8,8,128,60,4,UK,0.0,1,1,2
2011-03,14075,307.92,307.92,307.92,1,18,18,270,25,4,UK,0.0,2,1,2
2011-03,14077,117.11,117.11,117.11,1,20,20,63,8,1,UK,1.0,1,0,1
2011-03,14083,14.399999999999999,14.399999999999999,14.399999999999999,1,1,1,120,120,120,UK,0.0,1,1,3
2011-03,14085,513.0,207.21,150.34,3,27,19,393,25,1,UK,0.0,2,1,1
2011-03,14156,9744.619999999999,3500.5,461.6,6,30,3,4420,240,1,ETC,1.0,3,0,1
2011-03,14161,263.04,263.04,263.04,1,25,25,140,25,1,UK,0.0,1,1,1
2011-03,14180,854.3,382.1,227.0,3,16,11,115,12,1,UK,1.0,3,0,1
2011-03,14205,222.9,222.9,222.9,1,14,14,126,24,2,UK,0.0,1,1,2
2011-03,14209,420.6,420.6,420.6,1,19,19,84,16,1,UK,0.0,2,1,1
2011-03,14214,638.65,638.65,638.65,1,37,37,313,24,2,UK,0.0,3,1,2
2011-03,14232,693.1800000000001,693.1800000000001,693.1800000000001,1,47,47,568,48,1,UK,0.0,3,1,1
2011-03,14245,1005.1,1005.1,1005.1,1,67,67,631,24,1,UK,0.0,3,1,1
2011-03,14282,323.3,323.3,323.3,1,21,21,279,40,5,UK,1.0,2,0,3
2011-03,14291,984.88,984.88,984.88,1,52,52,516,36,2,UK,0.0,3,1,2
2011-03,14297,232.6,232.6,232.6,1,11,11,78,12,4,UK,0.0,1,1,2
2011-03,14298,2522.6,1518.0,25.200000000000003,4,21,1,1660,100,8,UK,1.0,3,0,3
2011-03,14348,409.57,409.57,409.57,1,18,18,183,24,2,UK,0.0,2,1,2
2011-03,14350,282.93,282.93,282.93,1,18,18,183,24,3,UK,0.0,1,1,2
2011-03,14352,231.3,231.3,231.3,1,9,9,94,24,2,UK,1.0,1,0,2
2011-03,14472,311.57,311.57,311.57,1,61,61,216,24,1,UK,0.0,2,1,1
2011-03,14483,137.1,137.1,137.1,1,9,9,97,25,3,UK,0.0,1,1,2
2011-03,14502,220.47,220.47,220.47,1,63,63,124,8,1,UK,1.0,1,0,1
2011-03,14538,106.5,106.5,106.5,1,3,3,30,18,6,UK,0.0,1,1,3
2011-03,14543,639.8000000000001,328.6,15.0,3,5,1,120,40,4,UK,1.0,3,0,2
2011-03,14570,218.06,167.91,50.15,2,20,9,95,13,1,UK,0.0,1,1,1
2011-03,14573,300.33,165.82999999999998,134.5,2,20,16,69,5,1,UK,0.0,1,1,1
2011-03,14633,344.90000000000003,344.90000000000003,344.90000000000003,1,20,20,96,12,2,UK,0.0,2,1,2
2011-03,14645,240.10000000000002,240.10000000000002,240.10000000000002,1,9,9,78,12,6,UK,0.0,1,1,3
2011-03,14670,392.86,296.62,96.24,2,75,43,326,15,1,UK,0.0,2,1,1
2011-03,14680,2106.46,2106.46,2106.46,1,29,29,1250,100,7,UK,1.0,3,0,3
2011-03,14688,373.39,209.05,164.34,2,21,17,237,30,1,UK,1.0,2,0,1
2011-03,14766,628.66,628.66,628.66,1,39,39,466,48,2,UK,0.0,3,1,2
2011-03,14779,38.0,38.0,38.0,1,6,6,14,6,1,UK,0.0,1,1,1
2011-03,14796,631.0,349.51,281.49,2,58,51,441,24,1,UK,1.0,3,0,1
2011-03,14817,580.79,580.79,580.79,1,34,34,374,36,1,UK,0.0,2,1,1
2011-03,14840,62.85,62.85,62.85,1,4,4,31,12,3,UK,0.0,1,1,2
2011-03,14841,789.9,789.9,789.9,1,30,30,322,36,2,UK,0.0,3,1,2
2011-03,14878,197.89,197.89,197.89,1,14,14,181,48,1,UK,0.0,1,1,1
2011-03,14890,125.65,125.65,125.65,1,7,7,51,12,4,UK,0.0,1,1,2
2011-03,14913,314.96,314.96,314.96,1,25,25,484,80,4,UK,0.0,2,1,2
2011-03,14930,1104.13,1104.13,1104.13,1,62,62,701,48,2,ETC,0.0,3,1,2
2011-03,14934,828.84,828.84,828.84,1,39,39,459,48,1,ETC,0.0,3,1,1
2011-03,14936,1576.3600000000001,1576.3600000000001,1576.3600000000001,1,81,81,944,48,2,ETC,0.0,3,1,2
2011-03,14957,58.49,58.49,58.49,1,12,12,34,6,1,UK,0.0,1,1,1
2011-03,14962,126.7,126.7,126.7,1,5,5,44,36,1,UK,0.0,1,1,1
2011-03,14995,119.31,119.31,119.31,1,37,37,51,3,1,UK,0.0,1,1,1
2011-03,15032,2188.5,2188.5,2188.5,1,22,22,1310,100,10,UK,0.0,3,1,3
2011-03,15044,346.7,346.7,346.7,1,12,12,70,12,3,UK,1.0,2,0,2
2011-03,15049,121.17000000000002,121.17000000000002,121.17000000000002,1,3,3,63,48,2,UK,0.0,1,1,2
2011-03,15053,222.65,222.65,222.65,1,19,19,257,96,1,UK,0.0,1,1,1
2011-03,15057,358.5,358.5,358.5,1,3,3,54,24,12,UK,0.0,2,1,3
2011-03,15067,848.05,848.05,848.05,1,35,35,335,48,2,UK,0.0,3,1,2
2011-03,15071,588.6700000000001,588.6700000000001,588.6700000000001,1,12,12,165,48,1,UK,0.0,2,1,1
2011-03,15083,88.2,88.2,88.2,1,5,5,38,24,1,UK,0.0,1,1,1
2011-03,15092,323.16,323.16,323.16,1,19,19,116,12,1,UK,0.0,2,1,1
2011-03,15132,313.77,313.77,313.77,1,19,19,259,96,2,UK,0.0,2,1,2
2011-03,15159,654.1,446.8,207.3,2,7,5,134,24,4,UK,1.0,3,0,2
2011-03,15178,40.5,40.5,40.5,1,3,3,30,10,10,UK,0.0,1,1,3
2011-03,15181,300.0,300.0,300.0,1,2,2,48,24,24,UK,0.0,1,1,3
2011-03,15194,307.62,307.62,307.62,1,12,12,255,96,6,UK,1.0,2,0,3
2011-03,15220,316.11,316.11,316.11,1,23,23,275,48,3,UK,1.0,2,0,2
2011-03,15249,1001.82,1001.82,1001.82,1,60,60,478,24,1,UK,1.0,3,0,1
2011-03,15257,317.15,317.15,317.15,1,7,7,46,24,1,UK,0.0,2,1,1
2011-03,15290,527.15,280.85,246.29999999999998,2,11,9,249,24,3,UK,1.0,2,0,2
2011-03,15298,365.36,365.36,365.36,1,18,18,168,12,4,UK,0.0,2,1,2
2011-03,15301,622.5,622.5,622.5,1,1,1,150,150,150,UK,1.0,3,0,3
2011-03,15358,1038.05,829.85,208.2,2,52,11,831,48,2,UK,1.0,3,0,2
2011-03,15379,371.84000000000003,371.84000000000003,371.84000000000003,1,21,21,188,24,3,UK,0.0,2,1,2
2011-03,15408,267.18,267.18,267.18,1,34,34,106,18,1,UK,0.0,1,1,1
2011-03,15426,251.56,251.56,251.56,1,34,34,106,21,1,UK,0.0,1,1,1
2011-03,15465,1183.1999999999998,485.45,292.75,3,7,5,158,36,1,UK,1.0,3,0,1
2011-03,15493,514.91,514.91,514.91,1,78,78,152,9,1,UK,1.0,2,0,1
2011-03,15513,2104.5,1726.6000000000001,67.5,3,30,1,724,160,2,UK,0.0,3,1,2
2011-03,15514,292.03,292.03,292.03,1,20,20,261,48,2,UK,1.0,1,0,2
2011-03,15521,475.69,475.69,475.69,1,33,33,433,25,1,UK,1.0,2,0,1
2011-03,15529,747.39,381.21,366.18,2,62,59,678,36,1,UK,1.0,3,0,1
2011-03,15572,445.90999999999997,225.14,220.77,2,25,15,215,25,1,UK,1.0,2,0,1
2011-03,15641,997.01,543.22,453.79,2,31,31,739,48,2,UK,0.0,3,1,2
2011-03,15644,423.19,202.22,36.4,3,55,12,279,12,1,UK,0.0,2,1,1
2011-03,15651,227.32,227.32,227.32,1,16,16,238,40,4,UK,0.0,1,1,2
2011-03,15687,369.9,369.9,369.9,1,21,21,124,24,1,UK,0.0,2,1,1
2011-03,15694,584.76,584.76,584.76,1,6,6,100,24,12,UK,1.0,2,0,3
2011-03,15696,539.95,317.9,222.05,2,19,18,251,24,1,UK,0.0,2,1,1
2011-03,15764,1120.93,1120.93,1120.93,1,59,59,623,48,2,UK,0.0,3,1,2
2011-03,15809,63.42,63.42,63.42,1,4,4,58,48,2,UK,0.0,1,1,2
2011-03,15812,519.96,519.96,519.96,1,3,3,388,288,40,UK,0.0,2,1,3
2011-03,15819,639.64,639.64,639.64,1,41,41,522,60,2,UK,0.0,3,1,2
2011-03,15835,187.2,187.2,187.2,1,11,11,88,12,4,UK,0.0,1,1,2
2011-03,15856,516.2900000000001,516.2900000000001,516.2900000000001,1,26,26,379,32,1,UK,1.0,2,0,1
2011-03,15867,215.49,215.49,215.49,1,14,14,77,36,2,UK,1.0,1,0,2
2011-03,15869,149.64,88.05,61.589999999999996,2,8,5,175,84,1,UK,0.0,1,1,1
2011-03,15894,106.81,106.81,106.81,1,3,3,53,20,15,UK,0.0,1,1,3
2011-03,15918,142.0,142.0,142.0,1,21,21,66,12,1,UK,0.0,1,1,1
2011-03,15980,760.18,760.18,760.18,1,20,20,592,96,12,UK,0.0,3,1,3
2011-03,16005,154.92000000000002,154.92000000000002,154.92000000000002,1,55,55,72,6,1,UK,0.0,1,1,1
2011-03,16036,188.73,188.73,188.73,1,11,11,127,36,1,UK,0.0,1,1,1
2011-03,16040,422.43,422.43,422.43,1,22,22,285,48,1,UK,0.0,2,1,1
2011-03,16059,381.5,381.5,381.5,1,47,47,143,12,1,UK,0.0,2,1,1
2011-03,16078,79.2,79.2,79.2,1,1,1,16,16,16,UK,0.0,1,1,3
2011-03,16080,130.26,130.26,130.26,1,5,5,66,24,6,UK,0.0,1,1,3
2011-03,16081,410.53,410.53,410.53,1,20,20,241,24,2,UK,0.0,2,1,2
2011-03,16096,320.62,320.62,320.62,1,12,12,155,24,1,UK,0.0,2,1,1
2011-03,16128,388.3,388.3,388.3,1,20,20,174,24,1,UK,0.0,2,1,1
2011-03,16135,517.55,517.55,517.55,1,21,21,209,24,1,UK,0.0,2,1,1
2011-03,16156,309.02,309.02,309.02,1,11,11,122,24,4,UK,0.0,2,1,2
2011-03,16216,914.9300000000001,914.9300000000001,914.9300000000001,1,37,37,254,24,1,UK,0.0,3,1,1
2011-03,16218,216.3,216.3,216.3,1,8,8,126,20,10,UK,0.0,1,1,3
2011-03,16253,1700.4,1700.4,1700.4,1,53,53,1340,72,2,UK,0.0,3,1,2
2011-03,16297,301.9,301.9,301.9,1,20,20,206,36,2,UK,0.0,1,1,2
2011-03,16356,102.0,102.0,102.0,1,15,15,44,6,1,UK,1.0,1,0,1
2011-03,16377,676.2,676.2,676.2,1,5,5,1500,720,60,UK,0.0,3,1,3
2011-03,16392,217.89,217.89,217.89,1,41,41,201,26,1,UK,0.0,1,1,1
2011-03,16402,87.8,87.8,87.8,1,3,3,44,36,4,UK,0.0,1,1,2
2011-03,16426,328.37,328.37,328.37,1,11,11,157,48,1,UK,0.0,2,1,1
2011-03,16434,121.95,121.95,121.95,1,4,4,57,36,3,UK,0.0,1,1,2
2011-03,16444,119.08,119.08,119.08,1,24,24,73,12,1,UK,0.0,1,1,1
2011-03,16449,416.69,416.69,416.69,1,23,23,237,24,1,UK,0.0,2,1,1
2011-03,16475,310.0,310.0,310.0,1,20,20,192,16,2,UK,0.0,2,1,2
2011-03,16517,162.7,162.7,162.7,1,17,17,96,20,1,UK,0.0,1,1,1
2011-03,16523,613.7,374.7,239.0,2,14,12,268,24,2,UK,1.0,2,0,2
2011-03,16525,1841.0800000000002,851.4000000000001,329.34000000000003,3,9,4,1028,200,4,UK,1.0,3,0,2
2011-03,16570,454.08,454.08,454.08,1,16,16,232,72,2,UK,0.0,2,1,2
2011-03,16572,342.58,342.58,342.58,1,21,21,202,24,1,UK,0.0,2,1,1
2011-03,16619,226.21,226.21,226.21,1,14,14,133,24,3,UK,0.0,1,1,2
2011-03,16625,333.08,333.08,333.08,1,23,23,164,12,2,UK,0.0,2,1,2
2011-03,16652,1588.16,1588.16,1588.16,1,22,22,744,144,4,UK,1.0,3,0,2
2011-03,16657,215.43,215.43,215.43,1,65,65,394,100,1,UK,0.0,1,1,1
2011-03,16692,1267.5,1267.5,1267.5,1,2,2,151,150,1,UK,0.0,3,1,1
2011-03,16693,153.41,153.41,153.41,1,21,21,50,8,1,UK,0.0,1,1,1
2011-03,16698,1182.0,1182.0,1182.0,1,4,4,520,160,80,UK,1.0,3,0,3
2011-03,16700,483.3,483.3,483.3,1,30,30,440,24,6,UK,1.0,2,0,3
2011-03,16721,292.47,292.47,292.47,1,37,37,172,24,1,UK,0.0,1,1,1
2011-03,16746,300.0,300.0,300.0,1,22,22,150,12,2,UK,1.0,1,0,2
2011-03,16792,110.38000000000001,100.43,9.95,2,10,1,44,9,1,UK,0.0,1,1,1
2011-03,16804,118.05,118.05,118.05,1,19,19,34,6,1,UK,0.0,1,1,1
2011-03,16833,361.81,344.41,17.4,2,13,1,146,25,4,UK,0.0,2,1,2
2011-03,16871,927.3100000000001,535.02,35.04,3,32,2,495,24,2,UK,0.0,3,1,2
2011-03,16904,381.52,381.52,381.52,1,80,80,193,48,1,UK,1.0,2,0,1
2011-03,16915,54.300000000000004,54.300000000000004,54.300000000000004,1,3,3,18,8,4,UK,1.0,1,0,2
2011-03,16948,170.94,170.94,170.94,1,5,5,150,48,9,UK,0.0,1,1,3
2011-03,16949,127.78999999999999,127.78999999999999,127.78999999999999,1,9,9,77,12,2,UK,0.0,1,1,2
2011-03,16954,594.6800000000001,414.3,180.38000000000002,2,17,3,396,48,3,UK,0.0,2,1,2
2011-03,16980,346.6,346.6,346.6,1,9,9,370,220,6,UK,0.0,2,1,3
2011-03,16996,242.40000000000003,242.40000000000003,242.40000000000003,1,9,9,108,24,6,UK,1.0,1,0,3
2011-03,17048,501.99,501.99,501.99,1,23,23,281,24,3,UK,0.0,2,1,2
2011-03,17049,924.5400000000001,924.5400000000001,924.5400000000001,1,40,40,314,24,2,UK,0.0,3,1,2
2011-03,17075,133.47,133.47,133.47,1,16,16,60,10,1,UK,0.0,1,1,1
2011-03,17096,133.49,133.49,133.49,1,9,9,115,32,2,UK,0.0,1,1,2
2011-03,17146,265.63,265.63,265.63,1,17,17,117,12,2,UK,0.0,1,1,2
2011-03,17162,211.75,196.45000000000002,15.299999999999999,2,13,1,149,25,2,UK,1.0,1,0,2
2011-03,17194,10.0,10.0,10.0,1,1,1,1,1,1,UK,0.0,1,1,1
2011-03,17212,226.85,226.85,226.85,1,4,4,147,48,5,UK,0.0,1,1,3
2011-03,17220,415.8,415.8,415.8,1,60,60,201,12,1,UK,0.0,2,1,1
2011-03,17230,203.4,203.4,203.4,1,12,12,98,12,2,UK,0.0,1,1,2
2011-03,17262,584.5,584.5,584.5,1,2,2,150,100,50,UK,1.0,2,0,3
2011-03,17306,1069.08,396.59999999999997,152.64000000000001,4,3,1,1532,864,64,UK,0.0,3,1,3
2011-03,17365,541.05,541.05,541.05,1,63,63,782,120,1,UK,0.0,2,1,1
2011-03,17400,638.7,626.9,11.8,2,54,2,287,48,1,UK,0.0,3,1,1
2011-03,17438,388.45000000000005,388.45000000000005,388.45000000000005,1,17,17,103,12,2,UK,0.0,2,1,2
2011-03,17449,338.34,338.34,338.34,1,50,50,156,18,1,UK,1.0,2,0,1
2011-03,17504,859.01,859.01,859.01,1,44,44,523,24,2,UK,0.0,3,1,2
2011-03,17512,441.81,441.81,441.81,1,11,11,315,144,9,UK,0.0,2,1,3
2011-03,17515,200.7,200.7,200.7,1,26,26,59,6,1,UK,0.0,1,1,1
2011-03,17567,535.38,535.38,535.38,1,29,29,348,40,3,UK,1.0,2,0,2
2011-03,17581,829.25,369.95,102.4,3,22,3,376,24,2,UK,0.0,3,1,2
2011-03,17585,103.72,103.72,103.72,1,42,42,82,6,1,UK,0.0,1,1,1
2011-03,17591,326.04,326.04,326.04,1,11,11,252,36,12,UK,0.0,2,1,3
2011-03,17611,365.37,365.37,365.37,1,89,89,367,72,1,UK,1.0,2,0,1
2011-03,17613,493.11,493.11,493.11,1,33,33,441,48,1,UK,1.0,2,0,1
2011-03,17646,345.85,345.85,345.85,1,18,18,85,12,1,UK,0.0,2,1,1
2011-03,17654,117.55,117.55,117.55,1,22,22,41,6,1,UK,0.0,1,1,1
2011-03,17675,1162.55,696.85,465.7,2,22,21,444,32,2,UK,1.0,3,0,2
2011-03,17677,1408.7,1337.78,70.92,2,23,4,901,100,2,UK,1.0,3,0,2
2011-03,17678,298.11,298.11,298.11,1,16,16,207,25,3,UK,0.0,1,1,2
2011-03,17700,602.61,602.61,602.61,1,36,36,319,32,1,UK,0.0,2,1,1
2011-03,17754,264.24,264.24,264.24,1,26,26,348,48,1,UK,0.0,1,1,1
2011-03,17757,646.17,353.7,137.62,3,24,9,488,350,1,UK,1.0,3,0,1
2011-03,17763,15.0,15.0,15.0,1,1,1,12,12,12,UK,0.0,1,1,3
2011-03,17781,102.0,102.0,102.0,1,2,2,8,7,1,UK,0.0,1,1,1
2011-03,17800,103.65,103.65,103.65,1,7,7,69,48,1,UK,0.0,1,1,1
2011-03,17817,269.7,195.0,74.7,2,11,1,26,6,1,UK,0.0,1,1,1
2011-03,17841,1468.4,248.20000000000002,4.25,9,58,1,746,55,1,UK,1.0,3,0,1
2011-03,17849,151.45000000000002,151.45000000000002,151.45000000000002,1,7,7,45,36,1,UK,0.0,1,1,1
2011-03,17858,511.8,432.20000000000005,79.6,2,7,1,92,16,4,UK,0.0,2,1,2
2011-03,17863,481.2,481.2,481.2,1,18,18,416,144,10,UK,0.0,2,1,3
2011-03,17864,200.85,200.85,200.85,1,29,29,347,36,1,UK,0.0,1,1,1
2011-03,17873,485.78000000000003,485.78000000000003,485.78000000000003,1,11,11,302,48,12,UK,1.0,2,0,3
2011-03,17931,297.2,297.2,297.2,1,49,49,164,50,1,UK,0.0,1,1,1
2011-03,17954,242.69,135.44,107.25,2,25,21,207,25,1,UK,1.0,1,0,1
2011-03,17966,147.0,147.0,147.0,1,6,6,350,100,50,UK,0.0,1,1,3
2011-03,17995,76.1,76.1,76.1,1,2,2,133,125,8,UK,0.0,1,1,3
2011-03,18041,575.37,225.49,148.49,3,24,7,701,96,1,UK,1.0,2,0,1
2011-03,18044,361.37,289.25,72.12,2,18,10,240,25,1,UK,1.0,2,0,1
2011-03,18071,194.05,194.05,194.05,1,11,11,103,36,1,UK,0.0,1,1,1
2011-03,18102,6909.32,5513.32,1396.0,2,4,1,1536,432,200,UK,1.0,3,0,3
2011-03,18108,271.0,271.0,271.0,1,17,17,84,12,2,UK,0.0,1,1,2
2011-03,18118,1022.69,368.92,113.14,4,72,24,529,100,1,UK,1.0,3,0,1
2011-03,18173,853.48,853.48,853.48,1,14,14,664,144,2,UK,1.0,3,0,2
2011-03,18179,270.26,270.26,270.26,1,18,18,250,25,2,UK,1.0,1,0,2
2011-03,18191,207.79999999999998,207.79999999999998,207.79999999999998,1,7,7,140,48,4,UK,0.0,1,1,2
2011-03,18210,142.4,142.4,142.4,1,5,5,62,24,2,UK,0.0,1,1,2
2011-03,18223,505.99,490.99,15.0,2,24,1,229,12,2,UK,0.0,2,1,2
2011-03,18224,158.95000000000002,158.95000000000002,158.95000000000002,1,10,10,69,12,3,UK,0.0,1,1,2
2011-03,18229,361.4,361.4,361.4,1,8,8,52,12,2,UK,1.0,2,0,2
2011-03,18270,111.95,111.95,111.95,1,5,5,41,12,3,UK,0.0,1,1,2
2011-03,18280,180.60000000000002,180.60000000000002,180.60000000000002,1,10,10,45,8,2,UK,0.0,1,1,2
2011-04,12347,636.25,636.25,636.25,1,24,24,483,240,3,ETC,0.0,3,1,2
2011-04,12356,481.46000000000004,481.46000000000004,481.46000000000004,1,21,21,370,72,3,ETC,0.0,2,1,2
2011-04,12362,495.24,495.24,495.24,1,29,29,275,36,2,ETC,0.0,2,1,2
2011-04,12393,421.6,421.6,421.6,1,17,17,224,30,3,ETC,0.0,2,1,2
2011-04,12413,84.65,84.65,84.65,1,4,4,25,10,2,ETC,0.0,1,1,2
2011-04,12417,436.3,436.3,436.3,1,23,23,267,24,3,ETC,0.0,2,1,2
2011-04,12447,476.49,476.49,476.49,1,26,26,190,12,2,ETC,0.0,2,1,2
2011-04,12463,350.57,350.57,350.57,1,20,20,189,24,2,ETC,1.0,2,0,2
2011-04,12471,674.29,624.29,50.0,2,27,1,390,48,2,ETC,1.0,3,0,2
2011-04,12580,415.7,415.7,415.7,1,24,24,238,20,2,ETC,0.0,2,1,2
2011-04,12582,306.2,306.2,306.2,1,10,10,159,48,3,ETC,0.0,2,1,2
2011-04,12600,286.88,286.88,286.88,1,8,8,85,18,1,ETC,1.0,1,0,1
2011-04,12670,633.05,633.05,633.05,1,22,22,278,48,3,ETC,1.0,3,0,2
2011-04,12678,134.0,134.0,134.0,1,1,1,1,1,1,ETC,0.0,1,1,1
2011-04,12701,337.08,337.08,337.08,1,21,21,246,36,1,ETC,0.0,2,1,1
2011-04,12705,1321.25,1321.25,1321.25,1,63,63,757,36,3,ETC,1.0,3,0,2
2011-04,12733,383.95,383.95,383.95,1,22,22,137,36,1,ETC,0.0,2,1,1
2011-04,12766,1206.29,1206.29,1206.29,1,56,56,581,24,2,ETC,0.0,3,1,2
2011-04,12779,705.8399999999999,705.8399999999999,705.8399999999999,1,25,25,432,72,2,ETC,1.0,3,0,2
2011-04,12878,539.81,539.81,539.81,1,28,28,335,24,2,UK,0.0,2,1,2
2011-04,12901,1447.56,970.2,54.72,4,6,1,1898,1200,12,UK,1.0,3,0,3
2011-04,12928,387.7,387.7,387.7,1,21,21,236,24,4,UK,0.0,2,1,2
2011-04,12947,429.57,429.57,429.57,1,34,34,478,48,2,UK,0.0,2,1,2
2011-04,12971,1196.2,379.0,47.39999999999999,6,9,2,458,40,2,UK,1.0,3,0,2
2011-04,12997,302.92,302.92,302.92,1,18,18,185,24,1,UK,0.0,1,1,1
2011-04,13001,636.45,636.45,636.45,1,18,18,317,96,3,UK,1.0,3,0,2
2011-04,13004,451.78,451.78,451.78,1,31,31,448,48,4,UK,1.0,2,0,2
2011-04,13005,321.65,321.65,321.65,1,18,18,135,24,2,UK,0.0,2,1,2
2011-04,13013,649.32,649.32,649.32,1,31,31,355,36,1,UK,1.0,3,0,1
2011-04,13059,183.4,183.4,183.4,1,8,8,35,7,1,UK,0.0,1,1,1
2011-04,13089,3442.71,838.0799999999999,50.0,9,32,1,1461,128,1,UK,1.0,3,0,1
2011-04,13097,460.94,460.94,460.94,1,19,19,218,48,2,UK,0.0,2,1,2
2011-04,13101,101.19,101.19,101.19,1,8,8,113,66,1,UK,0.0,1,1,1
2011-04,13102,574.56,329.09999999999997,245.45999999999998,2,18,11,390,36,2,UK,1.0,2,0,2
2011-04,13113,1228.8000000000002,635.0,2.55,4,12,1,264,50,1,UK,1.0,3,0,1
2011-04,13117,65.28,65.28,65.28,1,8,8,100,24,4,UK,1.0,1,0,2
2011-04,13157,300.12,300.12,300.12,1,14,14,284,48,8,UK,0.0,1,1,3
2011-04,13184,533.79,231.31,117.4,3,32,8,629,144,1,UK,0.0,2,1,1
2011-04,13199,502.4,408.0,35.400000000000006,3,1,1,192,160,12,UK,1.0,2,0,3
2011-04,13229,160.95,160.95,160.95,1,10,10,63,12,2,UK,0.0,1,1,2
2011-04,13232,117.43,117.43,117.43,1,14,14,196,100,1,UK,1.0,1,0,1
2011-04,13266,623.43,319.48,303.95,2,19,11,801,96,1,UK,1.0,3,0,1
2011-04,13269,1072.33,701.65,370.68,2,93,21,722,36,1,UK,1.0,3,0,1
2011-04,13324,1326.87,903.87,423.0,2,8,7,1097,240,6,UK,1.0,3,0,3
2011-04,13376,376.0,376.0,376.0,1,21,21,191,24,1,UK,1.0,2,0,1
2011-04,13408,2071.9,564.5,33.0,6,11,1,1350,120,6,UK,1.0,3,0,3
2011-04,13468,816.0,297.12,154.66,4,12,8,453,48,2,UK,1.0,3,0,2
2011-04,13479,144.35,144.35,144.35,1,8,8,89,24,1,UK,1.0,1,0,1
2011-04,13484,313.8,313.8,313.8,1,8,8,44,10,2,UK,0.0,2,1,2
2011-04,13499,305.56,305.56,305.56,1,12,12,144,24,2,UK,0.0,2,1,2
2011-04,13539,151.55,151.55,151.55,1,10,10,97,25,2,UK,0.0,1,1,2
2011-04,13576,426.24,426.24,426.24,1,3,3,144,72,24,UK,1.0,2,0,3
2011-04,13577,356.75,356.75,356.75,1,20,20,131,12,2,UK,0.0,2,1,2
2011-04,13610,108.55,108.55,108.55,1,18,18,47,12,1,UK,0.0,1,1,1
2011-04,13623,146.99,146.99,146.99,1,10,10,19,10,1,UK,1.0,1,0,1
2011-04,13626,257.23,257.23,257.23,1,19,19,209,24,2,UK,0.0,1,1,2
2011-04,13630,431.78,431.78,431.78,1,32,32,311,60,1,UK,0.0,2,1,1
2011-04,13647,424.64,424.64,424.64,1,23,23,267,25,2,UK,0.0,2,1,2
2011-04,13654,485.31,485.31,485.31,1,24,24,201,24,2,UK,1.0,2,0,2
2011-04,13712,228.84,228.84,228.84,1,10,10,352,100,6,UK,0.0,1,1,3
2011-04,13718,192.5,192.5,192.5,1,5,5,38,24,2,UK,0.0,1,1,2
2011-04,13731,308.12,308.12,308.12,1,20,20,166,25,1,UK,1.0,2,0,1
